gufi,timestamp,departure_runway_actual,departure_runway_actual_time,arrival_runway_actual,arrival_runway_actual_time
AAL914.ORD.CLT.201119.1302.0053.TFM,2020-11-20 14:29:46,,,36L,2020-11-20 14:29:46
RPA4919.CLT.ALB.201119.1412.0071.TFM,2020-11-20 14:29:53,36R,2020-11-20 14:29:53,,
AAL706.RSW.CLT.201119.1257.0259.TFM,2020-11-20 14:30:10,,,36C,2020-11-20 14:30:10
AAL609.BWI.CLT.201119.1317.0053.TFM,2020-11-20 14:30:11,,,36R,2020-11-20 14:30:11
PDT6121.MGM.CLT.201119.1322.0027.TFM,2020-11-20 14:31:13,,,36L,2020-11-20 14:31:13
AAL2452.CLT.STT.201119.1422.0070.TFM,2020-11-20 14:31:38,36R,2020-11-20 14:31:38,,
JIA5487.CLT.RIC.201119.1417.0021.TFM,2020-11-20 14:32:22,36R,2020-11-20 14:32:22,,
JIA5212.GPT.CLT.201119.1307.0066.TFM,2020-11-20 14:32:38,,,36L,2020-11-20 14:32:38
AAL1984.CLT.TPA.201119.1412.0047.TFM,2020-11-20 14:32:46,36C,2020-11-20 14:32:46,,
AAL620.CLT.BDL.201119.1402.0036.TFM,2020-11-20 14:33:02,36R,2020-11-20 14:33:02,,
JIA5454.CLT.PIA.201119.1422.0053.TFM,2020-11-20 14:33:33,36C,2020-11-20 14:33:33,,
AAL2096.MEM.CLT.201119.1302.0043.TFM,2020-11-20 14:33:46,,,36L,2020-11-20 14:33:46
AAL1786.CLT.RDU.201119.1417.0094.TFM,2020-11-20 14:34:14,36R,2020-11-20 14:34:14,,
JIA5026.CLT.LIT.201119.1417.0033.TFM,2020-11-20 14:34:26,36C,2020-11-20 14:34:26,,
AAL320.BDL.CLT.201119.1237.0016.TFM,2020-11-20 14:34:52,,,36R,2020-11-20 14:34:52
RPA4747.IND.CLT.201119.1317.0068.TFM,2020-11-20 14:34:59,,,36L,2020-11-20 14:34:59
JIA5029.CLT.ATL.201119.1407.0044.TFM,2020-11-20 14:35:20,36C,2020-11-20 14:35:20,,
PDT6118.CLT.PHF.201119.1407.0034.TFM,2020-11-20 14:36:19,36R,2020-11-20 14:36:19,,
JIA5555.JAN.CLT.201119.1257.0190.TFM,2020-11-20 14:36:19,,,36L,2020-11-20 14:36:19
AAL2377.CLT.SAT.201119.1417.0074.TFM,2020-11-20 14:36:28,36C,2020-11-20 14:36:28,,
AAL2939.MCO.CLT.201119.1312.0075.TFM,2020-11-20 14:36:42,,,36C,2020-11-20 14:36:42
AAL1092.BOS.CLT.201119.1232.0046.TFM,2020-11-20 14:36:47,,,36R,2020-11-20 14:36:47
JIA5276.ERI.CLT.201119.1317.0063.TFM,2020-11-20 14:37:42,,,36L,2020-11-20 14:37:42
AAL2633.CLT.DCA.201119.1412.0048.TFM,2020-11-20 14:38:13,36R,2020-11-20 14:38:13,,
AAL2751.PWM.CLT.201119.1232.0050.TFM,2020-11-20 14:38:40,,,36R,2020-11-20 14:38:40
AAL1894.STL.CLT.201119.1257.0158.TFM,2020-11-20 14:38:43,,,36L,2020-11-20 14:38:43
AAL2591.CLT.IAH.201119.1427.0148.TFM,2020-11-20 14:39:13,36C,2020-11-20 14:39:13,,
RPA5677.CLT.DTW.201119.1422.0056.TFM,2020-11-20 14:39:58,36C,2020-11-20 14:39:58,,
JIA5193.PIA.CLT.201119.1257.0185.TFM,2020-11-20 14:40:19,,,36L,2020-11-20 14:40:19
AAL1805.RDU.CLT.201119.1332.0059.TFM,2020-11-20 14:40:21,,,36R,2020-11-20 14:40:21
AAL1484.CLT.LAS.201119.1422.0069.TFM,2020-11-20 14:41:11,36C,2020-11-20 14:41:11,,
JIA5526.FWA.CLT.201119.1322.0019.TFM,2020-11-20 14:41:34,,,36L,2020-11-20 14:41:34
JIA5237.CLT.CRW.201119.1422.0031.TFM,2020-11-20 14:41:42,36C,2020-11-20 14:41:42,,
AAL24.CLT.MIA.201119.1417.0090.TFM,2020-11-20 14:42:03,36R,2020-11-20 14:42:03,,
JIA5439.PVD.CLT.201119.1237.0028.TFM,2020-11-20 14:42:22,,,36R,2020-11-20 14:42:22
PDT6106.CLT.CHA.201119.1417.0036.TFM,2020-11-20 14:42:48,36C,2020-11-20 14:42:48,,
JIA5148.BTR.CLT.201119.1307.0056.TFM,2020-11-20 14:42:56,,,36L,2020-11-20 14:42:56
PDT6270.CLT.ITH.201119.1427.0049.TFM,2020-11-20 14:43:40,36C,2020-11-20 14:43:40,,
JIA5644.CLT.FAY.201119.1427.0027.TFM,2020-11-20 14:43:44,36R,2020-11-20 14:43:44,,
JIA5360.CAE.CLT.201119.1407.0051.TFM,2020-11-20 14:44:20,,,36L,2020-11-20 14:44:20
JIA5427.OAJ.CLT.201119.1347.0033.TFM,2020-11-20 14:44:29,,,36R,2020-11-20 14:44:29
AAL497.CLT.AUS.201119.1422.0061.TFM,2020-11-20 14:44:35,36C,2020-11-20 14:44:35,,
JIA5298.LIT.CLT.201119.1257.0164.TFM,2020-11-20 14:45:24,,,36L,2020-11-20 14:45:24
JIA5574.CLT.EWN.201119.1427.0033.TFM,2020-11-20 14:45:50,36R,2020-11-20 14:45:50,,
PDT6024.CLT.LYH.201119.1417.0040.TFM,2020-11-20 14:46:28,36R,2020-11-20 14:46:28,,
AAL178.CLT.DFW.201119.1422.0062.TFM,2020-11-20 14:46:37,36C,2020-11-20 14:46:37,,
JIA5629.OMA.CLT.201119.1227.0049.TFM,2020-11-20 14:46:55,,,36L,2020-11-20 14:46:55
JIA5308.CLT.OAJ.201119.1417.0031.TFM,2020-11-20 14:47:04,36R,2020-11-20 14:47:04,,
JIA5498.CLT.ROC.201119.1427.0042.TFM,2020-11-20 14:47:26,36C,2020-11-20 14:47:26,,
AAL2011.IAH.CLT.201119.1222.0025.TFM,2020-11-20 14:48:02,,,36L,2020-11-20 14:48:02
AAL2695.CLT.MCO.201119.1427.0143.TFM,2020-11-20 14:48:07,36R,2020-11-20 14:48:07,,
JIA5136.CLT.MSY.201119.1407.0025.TFM,2020-11-20 14:48:13,36C,2020-11-20 14:48:13,,
AAL2734.PBI.CLT.201119.1312.0069.TFM,2020-11-20 14:48:22,,,36R,2020-11-20 14:48:22
RPA4678.CLT.EYW.201119.1417.0084.TFM,2020-11-20 14:49:07,36C,2020-11-20 14:49:07,,
JIA5379.MKE.CLT.201119.1257.0173.TFM,2020-11-20 14:49:16,,,36L,2020-11-20 14:49:16
AAL2807.CLT.PBI.201119.1422.0073.TFM,2020-11-20 14:50:05,36R,2020-11-20 14:50:05,,
AAL829.CLT.MEX.201119.1437.0096.TFM,2020-11-20 14:50:09,36C,2020-11-20 14:50:09,,
PDT6221.ITH.CLT.201119.1257.0099.TFM,2020-11-20 14:50:25,,,36R,2020-11-20 14:50:25
JIA5353.MSN.CLT.201119.1257.0186.TFM,2020-11-20 14:50:33,,,36L,2020-11-20 14:50:33
JIA5528.CLT.GSP.201119.1437.0020.TFM,2020-11-20 14:51:29,36C,2020-11-20 14:51:29,,
JIA5623.VPS.CLT.201119.1342.0052.TFM,2020-11-20 14:52:01,,,36L,2020-11-20 14:52:01
JIA5175.DAB.CLT.201119.1337.0050.TFM,2020-11-20 14:52:16,,,36R,2020-11-20 14:52:16
PDT6023.CLT.AGS.201119.1427.0058.TFM,2020-11-20 14:52:36,36C,2020-11-20 14:52:36,,
JIA5430.CHA.CLT.201119.1352.0020.TFM,2020-11-20 14:53:27,,,36L,2020-11-20 14:53:27
JIA5159.CLT.VPS.201119.1432.0024.TFM,2020-11-20 14:53:34,36C,2020-11-20 14:53:34,,
RPA4523.ALB.CLT.201119.1252.0034.TFM,2020-11-20 14:53:54,,,36R,2020-11-20 14:53:54
JIA5302.GNV.CLT.201119.1147.0038.TFM,2020-11-20 14:54:45,,,36C,2020-11-20 14:54:45
JIA5241.CID.CLT.201119.1257.0195.TFM,2020-11-20 14:54:52,,,36L,2020-11-20 14:54:52
AAL2180.CLT.PLS.201119.1422.0063.TFM,2020-11-20 14:55:29,36R,2020-11-20 14:55:29,,
RPA4710.ATW.CLT.201119.1257.0133.TFM,2020-11-20 14:55:53,,,36R,2020-11-20 14:55:53
AAL2227.MSP.CLT.201119.1242.0055.TFM,2020-11-20 14:55:54,,,36L,2020-11-20 14:55:54
AAL2434.CLT.PHX.201119.1442.0109.TFM,2020-11-20 14:56:50,36C,2020-11-20 14:56:50,,
JIA5338.CLT.CHS.201119.1432.0030.TFM,2020-11-20 14:57:13,36R,2020-11-20 14:57:13,,
AAL424.DFW.CLT.201119.1247.0025.TFM,2020-11-20 14:57:21,,,36L,2020-11-20 14:57:21
AAL2933.PHL.CLT.201119.1332.0057.TFM,2020-11-20 14:57:51,,,36R,2020-11-20 14:57:51
RPA4629.EYW.CLT.201119.1252.0031.TFM,2020-11-20 14:57:54,,,36C,2020-11-20 14:57:54
JIA5239.GSP.CLT.201119.1402.0090.TFM,2020-11-20 14:58:41,,,36L,2020-11-20 14:58:41
EJA424.CLT.PWK.201119.1832.0146.TFM,2020-11-20 14:59:18,36R,2020-11-20 14:59:18,,
JIA5697.CLT.ABE.201119.1432.0019.TFM,2020-11-20 14:59:23,36C,2020-11-20 14:59:23,,
JIA5615.SAV.CLT.201119.1352.0029.TFM,2020-11-20 14:59:44,,,36R,2020-11-20 14:59:44
PDT6031.CLT.TRI.201119.1432.0022.TFM,2020-11-20 14:59:51,36C,2020-11-20 14:59:51,,
JIA5541.FSD.CLT.201119.1212.0047.TFM,2020-11-20 15:00:06,,,36L,2020-11-20 15:00:06
N86CW.CLT.GSP.201118.1935.0005.TFM,2020-11-20 15:01:09,36R,2020-11-20 15:01:09,,
JIA5130.PNS.CLT.201119.1342.0025.TFM,2020-11-20 15:01:14,,,36C,2020-11-20 15:01:14
RPA4688.DSM.CLT.201119.1257.0124.TFM,2020-11-20 15:01:20,,,36L,2020-11-20 15:01:20
PDT6061.MDT.CLT.201119.1327.0154.TFM,2020-11-20 15:01:42,,,36R,2020-11-20 15:01:42
JIA5055.XNA.CLT.201119.1257.0165.TFM,2020-11-20 15:02:39,,,36L,2020-11-20 15:02:39
AAL1185.CLT.STX.201119.1432.0067.TFM,2020-11-20 15:03:24,36R,2020-11-20 15:03:24,,
RPA4511.CLT.CLE.201119.1447.0113.TFM,2020-11-20 15:03:26,36C,2020-11-20 15:03:26,,
RPA4789.MYR.CLT.201119.1412.0073.TFM,2020-11-20 15:03:52,,,36R,2020-11-20 15:03:52
RPA4878.OKC.CLT.201119.1252.0012.TFM,2020-11-20 15:03:56,,,36L,2020-11-20 15:03:56
RPA4941.CLT.IND.201119.1442.0063.TFM,2020-11-20 15:04:14,36C,2020-11-20 15:04:14,,
UPS5541.ATL.CLT.201119.2210.0010.TFM,2020-11-20 15:04:38,,,36C,2020-11-20 15:04:38
JIA5341.DAY.CLT.201119.1342.0033.TFM,2020-11-20 15:05:16,,,36L,2020-11-20 15:05:16
AAL1852.CLT.SJU.201119.1432.0052.TFM,2020-11-20 15:05:23,36R,2020-11-20 15:05:23,,
JIA5219.FAY.CLT.201119.1412.0085.TFM,2020-11-20 15:05:52,,,36R,2020-11-20 15:05:52
JIA5385.TYS.CLT.201119.1407.0033.TFM,2020-11-20 15:06:31,,,36L,2020-11-20 15:06:31
RPA4657.CLT.PIT.201119.1437.0035.TFM,2020-11-20 15:06:51,36C,2020-11-20 15:06:51,,
AAL922.CLT.LGA.201119.1437.0080.TFM,2020-11-20 15:07:27,36R,2020-11-20 15:07:27,,
JIA5420.CLT.MKE.201119.1442.0047.TFM,2020-11-20 15:07:31,36C,2020-11-20 15:07:31,,
JIA5703.IAD.CLT.201119.1342.0051.TFM,2020-11-20 15:07:43,,,36R,2020-11-20 15:07:43
JIA5643.BHM.CLT.201119.1352.0024.TFM,2020-11-20 15:08:01,,,36L,2020-11-20 15:08:01
AAL807.CLT.SLC.201119.1447.0059.TFM,2020-11-20 15:08:25,36C,2020-11-20 15:08:25,,
JIA5048.AVL.CLT.201119.1357.0184.TFM,2020-11-20 15:09:21,,,36L,2020-11-20 15:09:21
JIA5683.CLT.BHM.201119.1442.0065.TFM,2020-11-20 15:09:25,36C,2020-11-20 15:09:25,,
AAL2237.ILM.CLT.201119.1422.0077.TFM,2020-11-20 15:09:36,,,36R,2020-11-20 15:09:36
JIA5256.CHS.CLT.201119.1417.0027.TFM,2020-11-20 15:10:20,,,36C,2020-11-20 15:10:20
VTE3401.BKW.CLT.201119.1357.0035.TFM,2020-11-20 15:10:38,,,36L,2020-11-20 15:10:38
JIA5397.CLT.MYR.201119.1437.0054.TFM,2020-11-20 15:11:09,36R,2020-11-20 15:11:09,,
AAL897.DCA.CLT.201119.1347.0038.TFM,2020-11-20 15:11:30,,,36R,2020-11-20 15:11:30
SWA565.BWI.CLT.201119.1357.0236.TFM,2020-11-20 15:11:37,,,36L,2020-11-20 15:11:37
JIA5513.CLT.BTV.201119.1442.0064.TFM,2020-11-20 15:12:51,36C,2020-11-20 15:12:51,,
PDT6151.MOB.CLT.201119.1337.0062.TFM,2020-11-20 15:13:03,,,36L,2020-11-20 15:13:03
PDT6037.CLT.CAE.201119.1432.0033.TFM,2020-11-20 15:13:04,36R,2020-11-20 15:13:04,,
JIA5485.RIC.CLT.201119.1357.0212.TFM,2020-11-20 15:13:31,,,36R,2020-11-20 15:13:31
ENY4069.CLT.SGF.201119.1442.0042.TFM,2020-11-20 15:13:42,36C,2020-11-20 15:13:42,,
N267JL.GKT.CLT.201120.1100.0012.TFM,2020-11-20 15:14:13,,,36L,2020-11-20 15:14:13
JIA5639.CLT.CVG.201119.1447.0115.TFM,2020-11-20 15:14:19,36C,2020-11-20 15:14:19,,
PDT6138.CLT.ROA.201119.1437.0033.TFM,2020-11-20 15:14:59,36R,2020-11-20 15:14:59,,
JIA5223.CLT.DSM.201119.1447.0112.TFM,2020-11-20 15:15:14,36C,2020-11-20 15:15:14,,
PDT6086.ROA.CLT.201119.1357.0053.TFM,2020-11-20 15:15:22,,,36R,2020-11-20 15:15:22
RPA4668.SDF.CLT.201119.1407.0048.TFM,2020-11-20 15:15:35,,,36L,2020-11-20 15:15:35
ENY3894.GSO.CLT.201119.1412.0090.TFM,2020-11-20 15:16:43,,,36L,2020-11-20 15:16:43
N939HE.CLT.GAI.201119.1856.0034.TFM,2020-11-20 15:16:50,36R,2020-11-20 15:16:50,,
RPA4934.CLT.AVL.201119.1432.0026.TFM,2020-11-20 15:17:17,36C,2020-11-20 15:17:17,,
EJA319.CLT.RDU.201120.1151.0001.TFM,2020-11-20 15:18:02,36R,2020-11-20 15:18:02,,
JIA5131.SHV.CLT.201119.1322.0022.TFM,2020-11-20 15:18:16,,,36L,2020-11-20 15:18:16
JIA5051.CLT.HSV.201119.1452.0056.TFM,2020-11-20 15:18:59,36C,2020-11-20 15:18:59,,
JIA5457.CLT.SRQ.201119.1412.0084.TFM,2020-11-20 15:19:10,36R,2020-11-20 15:19:10,,
JIA5264.ORF.CLT.201119.1357.0196.TFM,2020-11-20 15:19:30,,,36L,2020-11-20 15:19:30
JIA5246.CLT.CAK.201119.1452.0040.TFM,2020-11-20 15:19:42,36C,2020-11-20 15:19:42,,
AAL879.CLT.AUA.201119.1447.0068.TFM,2020-11-20 15:20:20,36R,2020-11-20 15:20:20,,
PDT6099.CLT.MOB.201119.1437.0022.TFM,2020-11-20 15:20:36,36C,2020-11-20 15:20:36,,
RPA4845.ATL.CLT.201119.1407.0023.TFM,2020-11-20 15:21:02,,,36L,2020-11-20 15:21:02
AAL404.CLT.BOS.201119.1447.0057.TFM,2020-11-20 15:21:06,36R,2020-11-20 15:21:06,,
AAL840.CLT.MBJ.201119.1442.0075.TFM,2020-11-20 15:22:27,36R,2020-11-20 15:22:27,,
AAL626.CLT.PHL.201119.1432.0066.TFM,2020-11-20 15:23:32,36R,2020-11-20 15:23:32,,
GJS4408.EWR.CLT.201119.1332.0070.TFM,2020-11-20 15:24:00,,,36C,2020-11-20 15:24:00
RPA4788.CLT.HHH.201119.1427.0057.TFM,2020-11-20 15:24:34,36R,2020-11-20 15:24:34,,
AAL2644.CLT.SXM.201119.1432.0061.TFM,2020-11-20 15:25:47,36R,2020-11-20 15:25:47,,
JIA5077.CLT.DAB.201119.1512.0066.TFM,2020-11-20 15:26:51,36R,2020-11-20 15:26:51,,
AAL2877.MIA.CLT.201119.1327.0163.TFM,2020-11-20 15:26:58,,,36C,2020-11-20 15:26:58
RPA5675.DTW.CLT.201119.1347.0036.TFM,2020-11-20 15:28:55,,,36C,2020-11-20 15:28:55
DAL1680.CLT.ATL.201119.1522.0065.TFM,2020-11-20 15:31:09,36C,2020-11-20 15:31:09,,
N44LC.CLT.DAL.201119.1502.0136.TFM,2020-11-20 15:38:53,36C,2020-11-20 15:38:53,,
N285BA.CLT.CHO.201120.1420.0014.TFM,2020-11-20 15:47:34,36R,2020-11-20 15:47:34,,
DAL2350.ATL.CLT.201119.1457.0160.TFM,2020-11-20 15:50:05,,,36C,2020-11-20 15:50:05
SWA373.CLT.BWI.201119.1542.0059.TFM,2020-11-20 15:53:48,36C,2020-11-20 15:53:48,,
AAL9781.CLT.ROW.201119.2157.0041.TFM_TFDM,2020-11-20 15:56:26,36C,2020-11-20 15:56:26,,
UPS5541.CLT.SDF.201120.0020.0012.TFM,2020-11-20 16:00:30,36R,2020-11-20 16:00:30,,
JIA5502.GSO.CLT.201119.1537.0090.TFM,2020-11-20 16:04:17,,,36R,2020-11-20 16:04:17
AAL980.BWI.CLT.201119.1507.0092.TFM,2020-11-20 16:05:46,,,36R,2020-11-20 16:05:46
RPA4596.CLT.EYW.201119.1602.0055.TFM,2020-11-20 16:07:19,36C,2020-11-20 16:07:19,,
ENY3796.CMI.CLT.201119.1452.0073.TFM,2020-11-20 16:08:26,,,36R,2020-11-20 16:08:26
AAL160.CLT.AUS.201119.1602.0151.TFM,2020-11-20 16:09:39,36C,2020-11-20 16:09:39,,
EDV4782.MSP.CLT.201119.1402.0110.TFM,2020-11-20 16:10:33,,,36L,2020-11-20 16:10:33
AAL2027.CLT.STT.201119.1602.0124.TFM,2020-11-20 16:14:16,36C,2020-11-20 16:14:16,,
RPA4563.CLT.MSY.201119.1602.0049.TFM,2020-11-20 16:15:21,36C,2020-11-20 16:15:21,,
AAL1444.JFK.CLT.201119.1437.0062.TFM,2020-11-20 16:15:56,,,36R,2020-11-20 16:15:56
JIA5376.TLH.CLT.201119.1512.0063.TFM,2020-11-20 16:15:59,,,36L,2020-11-20 16:15:59
JIA5709.CLT.GRR.201119.1602.0052.TFM,2020-11-20 16:16:01,36C,2020-11-20 16:16:01,,
AAL1263.CLT.PHX.201119.1612.0156.TFM,2020-11-20 16:16:52,36C,2020-11-20 16:16:52,,
AAL1433.TUL.CLT.201119.1407.0108.TFM,2020-11-20 16:17:09,,,36L,2020-11-20 16:17:09
JIA5155.CLT.RDU.201119.1607.0037.TFM,2020-11-20 16:17:38,36R,2020-11-20 16:17:38,,
AAL2910.CLT.LAX.201119.1607.0092.TFM,2020-11-20 16:17:55,36C,2020-11-20 16:17:55,,
JIA5587.MLB.CLT.201119.1502.0031.TFM,2020-11-20 16:18:08,,,36R,2020-11-20 16:18:08
JIA5122.CVG.CLT.201119.1517.0044.TFM,2020-11-20 16:18:27,,,36L,2020-11-20 16:18:27
JIA5099.CLT.BNA.201119.1607.0020.TFM,2020-11-20 16:19:01,36C,2020-11-20 16:19:01,,
RPA4797.PIT.CLT.201119.1512.0036.TFM,2020-11-20 16:19:35,,,36L,2020-11-20 16:19:35
JIA5060.CLT.CHO.201119.1607.0027.TFM,2020-11-20 16:19:44,36R,2020-11-20 16:19:44,,
JIA5064.CHO.CLT.201119.1532.0102.TFM,2020-11-20 16:20:16,,,36R,2020-11-20 16:20:16
ENY3908.SGF.CLT.201119.1437.0040.TFM,2020-11-20 16:20:45,,,36L,2020-11-20 16:20:45
AAL2810.CLT.PBI.201119.1607.0073.TFM,2020-11-20 16:21:47,36R,2020-11-20 16:21:47,,
AAL2029.EWR.CLT.201119.1452.0087.TFM,2020-11-20 16:22:13,,,36R,2020-11-20 16:22:13
AAL573.DEN.CLT.201119.1337.0015.TFM,2020-11-20 16:22:48,,,36L,2020-11-20 16:22:48
AAL2755.CLT.MSP.201119.1607.0094.TFM,2020-11-20 16:23:08,36C,2020-11-20 16:23:08,,
AAL1990.CLT.TPA.201119.1612.0151.TFM,2020-11-20 16:23:54,36C,2020-11-20 16:23:54,,
AAL2869.CLT.RSW.201119.1612.0138.TFM,2020-11-20 16:23:58,36R,2020-11-20 16:23:58,,
RPA5782.LGA.CLT.201119.1442.0068.TFM,2020-11-20 16:24:25,,,36R,2020-11-20 16:24:25
JIA5590.DTW.CLT.201119.1502.0033.TFM,2020-11-20 16:24:28,,,36L,2020-11-20 16:24:28
AAL429.ORD.CLT.201119.1447.0070.TFM,2020-11-20 16:25:30,,,36L,2020-11-20 16:25:30
JIA5273.CLT.OAJ.201119.1612.0048.TFM,2020-11-20 16:25:40,36R,2020-11-20 16:25:40,,
AAL2560.FLL.CLT.201119.1452.0093.TFM,2020-11-20 16:26:10,,,36R,2020-11-20 16:26:10
JIA5402.CAK.CLT.201119.1517.0031.TFM,2020-11-20 16:26:46,,,36L,2020-11-20 16:26:46
AAL2380.CLT.OMA.201119.1617.0095.TFM,2020-11-20 16:26:53,36C,2020-11-20 16:26:53,,
AAL457.CLT.PHL.201119.1612.0144.TFM,2020-11-20 16:27:32,36R,2020-11-20 16:27:32,,
RPA4631.CLT.BUF.201119.1607.0032.TFM,2020-11-20 16:28:02,36C,2020-11-20 16:28:02,,
JIA5228.LEX.CLT.201119.1527.0053.TFM,2020-11-20 16:28:06,,,36L,2020-11-20 16:28:06
AAL2578.BOS.CLT.201119.1427.0144.TFM,2020-11-20 16:28:15,,,36R,2020-11-20 16:28:15
SWA565.CLT.DAL.201119.1617.0106.TFM,2020-11-20 16:28:44,36C,2020-11-20 16:28:44,,
JIA5528.GSP.CLT.201119.1602.0040.TFM,2020-11-20 16:29:38,,,36L,2020-11-20 16:29:38
JIA5180.CLT.HPN.201119.1612.0045.TFM,2020-11-20 16:29:51,36R,2020-11-20 16:29:51,,
AAL834.LGA.CLT.201119.1437.0088.TFM,2020-11-20 16:30:02,,,36R,2020-11-20 16:30:02
RPA4923.CLT.SDF.201119.1602.0047.TFM,2020-11-20 16:30:31,36C,2020-11-20 16:30:31,,
AAL456.DFW.CLT.201119.1422.0065.TFM,2020-11-20 16:31:32,,,36L,2020-11-20 16:31:32
RPA4527.CLT.MYR.201119.1617.0035.TFM,2020-11-20 16:31:35,36R,2020-11-20 16:31:35,,
RPA4681.CLT.STL.201119.1617.0041.TFM,2020-11-20 16:32:10,36C,2020-11-20 16:32:10,,
JIA5311.CLT.FAY.201119.1617.0045.TFM,2020-11-20 16:32:12,36R,2020-11-20 16:32:12,,
AAL550.CLT.ORD.201119.1612.0149.TFM,2020-11-20 16:32:46,36C,2020-11-20 16:32:46,,
JIA5675.DAY.CLT.201119.1522.0036.TFM,2020-11-20 16:32:49,,,36L,2020-11-20 16:32:49
PDT6027.CLT.SBY.201119.1612.0050.TFM,2020-11-20 16:32:49,36R,2020-11-20 16:32:49,,
AAL1406.CLT.DFW.201119.1622.0097.TFM,2020-11-20 16:33:33,36C,2020-11-20 16:33:33,,
JIA5184.CLT.GSO.201119.1617.0039.TFM,2020-11-20 16:33:47,36R,2020-11-20 16:33:47,,
JIA5054.CLT.SBN.201119.1627.0061.TFM,2020-11-20 16:34:11,36C,2020-11-20 16:34:11,,
EJA527P.TYS.BNA.201119.1817.0124.TFM,2020-11-20 16:34:18,,,36R,2020-11-20 16:34:18
JIA5283.PNS.CLT.201119.1517.0043.TFM,2020-11-20 16:34:42,,,36L,2020-11-20 16:34:42
RPA4522.CLT.OKC.201119.1622.0057.TFM,2020-11-20 16:35:11,36C,2020-11-20 16:35:11,,
JIA5323.CLT.ILM.201119.1612.0037.TFM,2020-11-20 16:35:39,36R,2020-11-20 16:35:39,,
JIA5344.MDT.CLT.201119.1517.0037.TFM,2020-11-20 16:35:58,,,36R,2020-11-20 16:35:58
AAL240.TPA.CLT.201119.1507.0059.TFM,2020-11-20 16:36:02,,,36L,2020-11-20 16:36:02
JIA5021.CLT.PNS.201119.1622.0030.TFM,2020-11-20 16:36:59,36C,2020-11-20 16:36:59,,
PDT6139.TYS.CLT.201119.1552.0082.TFM,2020-11-20 16:37:26,,,36L,2020-11-20 16:37:26
JIA5144.CLT.CHS.201119.1612.0042.TFM,2020-11-20 16:37:47,36R,2020-11-20 16:37:47,,
JIA5504.SAV.CLT.201119.1547.0075.TFM,2020-11-20 16:38:05,,,36R,2020-11-20 16:38:05
AAL670.CLT.SFO.201119.1622.0099.TFM,2020-11-20 16:38:06,36C,2020-11-20 16:38:06,,
JIA5166.CLT.CID.201119.1622.0028.TFM,2020-11-20 16:38:46,36C,2020-11-20 16:38:46,,
PDT6004.AGS.CLT.201119.1552.0071.TFM,2020-11-20 16:38:57,,,36L,2020-11-20 16:38:57
JIA5535.CLT.TYS.201119.1607.0025.TFM,2020-11-20 16:39:30,36C,2020-11-20 16:39:30,,
RPA4823.CLT.PWM.201119.1617.0044.TFM,2020-11-20 16:39:52,36R,2020-11-20 16:39:52,,
PDT6069.LYH.CLT.201119.1552.0079.TFM,2020-11-20 16:40:18,,,36L,2020-11-20 16:40:18
AAL2674.CLT.MCO.201119.1622.0107.TFM,2020-11-20 16:40:50,36R,2020-11-20 16:40:50,,
RPA4517.CLT.MCI.201119.1627.0125.TFM,2020-11-20 16:41:28,36C,2020-11-20 16:41:28,,
JIA5467.ECP.CLT.201119.1527.0052.TFM,2020-11-20 16:41:31,,,36L,2020-11-20 16:41:31
JIA5308.OAJ.CLT.201119.1537.0086.TFM,2020-11-20 16:41:42,,,36R,2020-11-20 16:41:42
JIA5037.CLT.ECP.201119.1627.0078.TFM,2020-11-20 16:42:27,36C,2020-11-20 16:42:27,,
PDT6128.TRI.CLT.201119.1602.0044.TFM,2020-11-20 16:42:31,,,36L,2020-11-20 16:42:31
AAL859.CLT.NAS.201119.1627.0112.TFM,2020-11-20 16:43:16,36R,2020-11-20 16:43:16,,
AAL1776.PVD.CLT.201119.1452.0086.TFM,2020-11-20 16:43:30,,,36R,2020-11-20 16:43:30
JIA5134.CLT.MEM.201119.1622.0027.TFM,2020-11-20 16:43:51,36C,2020-11-20 16:43:51,,
AAL2685.MCO.CLT.201119.1507.0076.TFM,2020-11-20 16:43:53,,,36L,2020-11-20 16:43:53
JIA5694.CLT.AVP.201119.1617.0034.TFM,2020-11-20 16:44:35,36C,2020-11-20 16:44:35,,
PDT6135.CLT.LYH.201119.1617.0031.TFM,2020-11-20 16:45:04,36R,2020-11-20 16:45:04,,
RPA4696.IND.CLT.201119.1527.0040.TFM,2020-11-20 16:45:16,,,36L,2020-11-20 16:45:16
JIA5041.CLT.XNA.201119.1627.0080.TFM,2020-11-20 16:45:22,36C,2020-11-20 16:45:22,,
EJA325.PBI.APF.201120.1213.0003.TFM,2020-11-20 16:45:43,,,36R,2020-11-20 16:45:43
PDT6054.CAE.CLT.201119.1602.0043.TFM,2020-11-20 16:46:32,,,36L,2020-11-20 16:46:32
AAL2875.CLT.SAN.201119.1632.0084.TFM,2020-11-20 16:46:54,36C,2020-11-20 16:46:54,,
AAL384.CLT.DCA.201119.1627.0131.TFM,2020-11-20 16:47:16,36R,2020-11-20 16:47:16,,
JIA5695.CLT.IND.201119.1637.0113.TFM,2020-11-20 16:47:35,36C,2020-11-20 16:47:35,,
JIA5463.EWN.CLT.201119.1557.0119.TFM,2020-11-20 16:47:52,,,36R,2020-11-20 16:47:52
PDT6110.EVV.CLT.201119.1507.0028.TFM,2020-11-20 16:47:56,,,36L,2020-11-20 16:47:56
