timestamp,start_time,departure_runways,arrival_runways
2020-12-17 18:52:26,2020-12-17 18:09:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 19:26:51,2020-12-17 18:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 19:52:46,2020-12-17 19:27:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 20:52:29,2020-12-17 19:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 21:31:11,2020-12-17 20:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 21:53:01,2020-12-17 21:32:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 22:14:55,2020-12-17 21:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 22:52:56,2020-12-17 22:14:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 23:16:03,2020-12-17 22:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-17 23:52:12,2020-12-17 23:16:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 00:28:45,2020-12-17 23:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 00:53:04,2020-12-18 00:29:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 00:53:14,2020-12-18 00:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 01:53:21,2020-12-18 01:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 02:22:55,2020-12-18 02:22:00,36R,"36L, 36R"
2020-12-18 02:54:21,2020-12-18 02:54:00,36R,"36L, 36R"
2020-12-18 03:19:11,2020-12-18 03:19:00,36R,"36L, 36R"
2020-12-18 03:59:00,2020-12-18 03:59:00,36R,36R
2020-12-18 04:31:27,2020-12-18 04:31:00,36R,36R
2020-12-18 04:53:31,2020-12-18 04:53:00,36R,36R
2020-12-18 05:58:05,2020-12-18 05:58:00,36R,36R
2020-12-18 06:10:22,2020-12-18 06:10:00,"36C, 36R","36C, 36R"
2020-12-18 06:53:34,2020-12-18 06:53:00,"36C, 36R","36C, 36R"
2020-12-18 07:52:45,2020-12-18 07:52:00,"36C, 36R","36C, 36R"
2020-12-18 10:08:28,2020-12-18 10:08:00,"36C, 36R","36C, 36R"
2020-12-18 10:53:01,2020-12-18 10:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 11:53:44,2020-12-18 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 12:53:27,2020-12-18 12:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 13:56:18,2020-12-18 13:56:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 14:52:58,2020-12-18 14:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 15:55:10,2020-12-18 15:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 16:55:05,2020-12-18 16:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 17:55:27,2020-12-18 17:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 18:52:53,2020-12-18 18:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 19:52:53,2020-12-18 19:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 20:52:49,2020-12-18 20:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 21:53:05,2020-12-18 21:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 22:53:11,2020-12-18 22:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-18 23:52:47,2020-12-18 23:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 00:53:08,2020-12-19 00:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 01:56:09,2020-12-19 01:56:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 02:53:26,2020-12-19 02:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 03:52:50,2020-12-19 03:52:00,"36C, 36R","36C, 36R"
2020-12-19 04:56:02,2020-12-19 04:56:00,"36C, 36R","36C, 36R"
2020-12-19 05:52:56,2020-12-19 05:52:00,"36C, 36R","36C, 36R"
2020-12-19 06:54:56,2020-12-19 06:54:00,"36C, 36R","36C, 36R"
2020-12-19 08:02:24,2020-12-19 08:02:00,"36C, 36R","36C, 36R"
2020-12-19 08:59:43,2020-12-19 08:59:00,"36C, 36R","36C, 36R"
2020-12-19 09:56:38,2020-12-19 09:56:00,"36C, 36R","36C, 36R"
2020-12-19 10:53:41,2020-12-19 10:53:00,"36C, 36R","36C, 36R"
2020-12-19 11:53:04,2020-12-19 11:53:00,"36C, 36R","36C, 36R"
2020-12-19 11:54:10,2020-12-19 11:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 12:53:07,2020-12-19 12:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 13:53:09,2020-12-19 13:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 15:05:01,2020-12-19 15:05:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 15:52:45,2020-12-19 15:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 16:55:16,2020-12-19 16:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 17:52:51,2020-12-19 17:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 18:53:20,2020-12-19 18:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 19:53:05,2020-12-19 19:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 20:54:49,2020-12-19 20:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 21:53:39,2020-12-19 21:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 23:00:46,2020-12-19 23:00:00,"36C, 36R","36C, 36L, 36R"
2020-12-19 23:53:39,2020-12-19 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 00:57:07,2020-12-20 00:57:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 01:54:13,2020-12-20 01:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 02:55:12,2020-12-20 02:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 03:52:55,2020-12-20 03:52:00,"36C, 36R","36C, 36R"
2020-12-20 04:53:11,2020-12-20 04:53:00,"36C, 36R","36C, 36R"
2020-12-20 05:53:50,2020-12-20 05:53:00,"36C, 36R","36C, 36R"
2020-12-20 06:52:49,2020-12-20 06:52:00,"36C, 36R","36C, 36R"
2020-12-20 07:55:08,2020-12-20 07:55:00,"36C, 36R","36C, 36R"
2020-12-20 08:27:28,2020-12-20 08:27:00,"36C, 36R","36C, 36R"
2020-12-20 08:52:41,2020-12-20 08:52:00,"36C, 36R","36C, 36R"
2020-12-20 09:52:45,2020-12-20 09:52:00,"36C, 36R","36C, 36R"
2020-12-20 10:53:00,2020-12-20 10:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 11:31:26,2020-12-20 11:31:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 11:53:10,2020-12-20 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 12:52:52,2020-12-20 12:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 13:27:47,2020-12-20 13:27:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 13:54:33,2020-12-20 13:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 14:20:55,2020-12-20 14:20:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 14:53:14,2020-12-20 14:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 15:53:01,2020-12-20 15:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 15:55:32,2020-12-20 15:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 16:00:21,2020-12-20 16:00:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 16:53:15,2020-12-20 16:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 17:53:09,2020-12-20 17:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 18:20:01,2020-12-20 18:19:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 18:52:59,2020-12-20 18:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 19:13:10,2020-12-20 19:13:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 19:53:04,2020-12-20 19:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 20:09:56,2020-12-20 20:09:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 20:44:08,2020-12-20 20:44:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 20:56:43,2020-12-20 20:56:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 21:52:50,2020-12-20 21:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 22:57:35,2020-12-20 22:57:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 23:32:28,2020-12-20 23:32:00,"36C, 36R","36C, 36L, 36R"
2020-12-20 23:53:14,2020-12-20 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 00:18:56,2020-12-21 00:18:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 00:55:28,2020-12-21 00:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 01:53:30,2020-12-21 01:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 02:53:42,2020-12-21 02:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 03:52:46,2020-12-21 03:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 04:54:46,2020-12-21 04:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 05:53:27,2020-12-21 05:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 06:55:28,2020-12-21 06:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 07:14:59,2020-12-21 07:14:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 07:52:55,2020-12-21 07:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 08:47:50,2020-12-21 08:47:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 08:52:52,2020-12-21 08:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 09:39:40,2020-12-21 09:39:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 09:53:36,2020-12-21 09:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 11:00:43,2020-12-21 11:00:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 11:53:11,2020-12-21 11:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 12:43:18,2020-12-21 12:43:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 12:52:53,2020-12-21 12:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 13:54:19,2020-12-21 13:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 14:20:51,2020-12-21 14:20:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 14:52:57,2020-12-21 14:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 15:53:17,2020-12-21 15:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 16:14:33,2020-12-21 16:14:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 16:54:28,2020-12-21 16:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-21 17:10:39,2020-12-21 17:10:00,"18C, 18L","18C, 18L, 18R"
2020-12-21 17:52:45,2020-12-21 17:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-21 18:53:34,2020-12-21 18:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-21 19:57:39,2020-12-21 19:57:00,"18C, 18L","18C, 18L, 18R"
2020-12-21 20:55:00,2020-12-21 20:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-21 21:53:03,2020-12-21 21:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-21 22:53:08,2020-12-21 22:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-22 00:00:23,2020-12-21 23:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-22 00:53:01,2020-12-22 00:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-22 01:56:52,2020-12-22 01:56:00,"18C, 18L","18C, 18L, 18R"
2020-12-22 02:52:56,2020-12-22 02:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-22 03:52:58,2020-12-22 03:52:00,"18C, 18L","18C, 18L"
2020-12-22 04:52:50,2020-12-22 04:52:00,"18C, 18L","18C, 18L"
2020-12-22 05:55:40,2020-12-22 05:55:00,"18C, 18L","18C, 18L"
2020-12-22 06:52:54,2020-12-22 06:52:00,"18C, 18L","18C, 18L"
2020-12-22 07:52:49,2020-12-22 07:52:00,"18C, 18L","18C, 18L"
2020-12-22 08:52:42,2020-12-22 08:52:00,"18C, 18L","18C, 18L"
2020-12-22 09:54:19,2020-12-22 09:54:00,"18C, 18L","18C, 18L"
2020-12-22 10:53:32,2020-12-22 10:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-22 11:53:22,2020-12-22 11:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-22 12:10:33,2020-12-22 12:10:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 12:53:01,2020-12-22 12:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 14:07:52,2020-12-22 14:07:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 14:52:43,2020-12-22 14:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 15:53:00,2020-12-22 15:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 16:53:04,2020-12-22 16:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 17:57:46,2020-12-22 17:57:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 18:52:44,2020-12-22 18:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 18:53:25,2020-12-22 18:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 19:55:59,2020-12-22 19:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 20:53:56,2020-12-22 20:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 21:54:46,2020-12-22 21:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 22:58:14,2020-12-22 22:58:00,"36C, 36R","36C, 36L, 36R"
2020-12-22 23:52:48,2020-12-22 23:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 01:00:28,2020-12-23 01:00:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 01:54:36,2020-12-23 01:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 02:53:08,2020-12-23 02:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 03:52:47,2020-12-23 03:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 04:53:35,2020-12-23 04:53:00,"36C, 36R","36C, 36R"
2020-12-23 06:01:16,2020-12-23 06:01:00,"36C, 36R","36C, 36R"
2020-12-23 07:03:04,2020-12-23 07:03:00,"36C, 36R","36C, 36R"
2020-12-23 07:55:42,2020-12-23 07:55:00,"36C, 36R","36C, 36R"
2020-12-23 08:52:47,2020-12-23 08:52:00,"36C, 36R","36C, 36R"
2020-12-23 09:52:49,2020-12-23 09:52:00,"36C, 36R","36C, 36R"
2020-12-23 10:53:04,2020-12-23 10:52:00,"36C, 36R","36C, 36R"
2020-12-23 11:53:56,2020-12-23 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 12:52:59,2020-12-23 12:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 13:53:07,2020-12-23 13:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 15:05:52,2020-12-23 15:05:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 15:53:16,2020-12-23 15:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 16:52:49,2020-12-23 16:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-23 17:17:37,2020-12-23 17:17:00,"18C, 18L","18C, 18L, 18R"
2020-12-23 17:54:04,2020-12-23 17:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-23 18:52:53,2020-12-23 18:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-23 19:54:17,2020-12-23 19:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-23 20:55:03,2020-12-23 20:55:00,"18C, 18L","18C, 18L, 18R"
2020-12-23 21:37:26,2020-12-23 21:37:00,"18C, 18L","18C, 18L, 18R"
2020-12-23 21:52:49,2020-12-23 21:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-23 22:53:41,2020-12-23 22:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-23 23:53:41,2020-12-23 23:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 01:03:18,2020-12-24 01:03:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 01:52:44,2020-12-24 01:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 02:52:53,2020-12-24 02:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 03:08:57,2020-12-24 03:08:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 03:53:25,2020-12-24 03:53:00,"18C, 18L","18C, 18L"
2020-12-24 04:11:54,2020-12-24 04:11:00,"18C, 18L","18C, 18L"
2020-12-24 04:52:44,2020-12-24 04:52:00,"18C, 18L","18C, 18L"
2020-12-24 05:53:00,2020-12-24 05:52:00,"18C, 18L","18C, 18L"
2020-12-24 06:53:10,2020-12-24 06:53:00,"18C, 18L","18C, 18L"
2020-12-24 07:56:54,2020-12-24 07:56:00,"18C, 18L","18C, 18L"
2020-12-24 09:31:44,2020-12-24 09:31:00,"18C, 18L","18C, 18L"
2020-12-24 10:33:25,2020-12-24 10:33:00,"18C, 18L","18C, 18L"
2020-12-24 10:55:06,2020-12-24 10:55:00,"18C, 18L","18C, 18L"
2020-12-24 11:47:46,2020-12-24 11:47:00,"18C, 18L","18C, 18L"
2020-12-24 11:53:40,2020-12-24 11:53:00,"18C, 18L","18C, 18L"
2020-12-24 12:23:10,2020-12-24 12:23:00,"18C, 18L","18C, 18L"
2020-12-24 12:53:02,2020-12-24 12:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 13:54:45,2020-12-24 13:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 14:53:06,2020-12-24 14:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 15:04:09,2020-12-24 15:04:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 15:27:54,2020-12-24 15:27:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 15:53:24,2020-12-24 15:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 16:42:52,2020-12-24 16:42:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 16:52:52,2020-12-24 16:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 17:56:38,2020-12-24 17:56:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 18:44:46,2020-12-24 18:44:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 18:53:45,2020-12-24 18:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 20:00:15,2020-12-24 20:00:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 20:54:45,2020-12-24 20:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 20:58:56,2020-12-24 20:58:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 21:12:16,2020-12-24 21:12:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 21:55:23,2020-12-24 21:55:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 22:58:41,2020-12-24 22:58:00,"18C, 18L","18C, 18L, 18R"
2020-12-24 23:52:55,2020-12-24 23:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 00:53:02,2020-12-25 00:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 01:07:17,2020-12-25 01:07:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 01:47:22,2020-12-25 01:47:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 01:52:56,2020-12-25 01:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 02:20:58,2020-12-25 02:20:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 02:25:56,2020-12-25 02:25:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 02:39:50,2020-12-25 02:39:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 02:52:45,2020-12-25 02:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 03:07:22,2020-12-25 03:07:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 03:25:16,2020-12-25 03:25:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 03:59:50,2020-12-25 03:59:00,"18C, 18L","18C, 18L, 18R"
2020-12-25 04:21:59,2020-12-25 04:21:00,"18C, 18L","18C, 18L"
2020-12-25 04:27:43,2020-12-25 04:27:00,"36C, 36R","36C, 36R"
2020-12-25 04:53:22,2020-12-25 04:53:00,"36C, 36R","36C, 36R"
2020-12-25 06:16:29,2020-12-25 06:16:00,"36C, 36R","36C, 36R"
2020-12-25 06:59:46,2020-12-25 06:59:00,"36C, 36R","36C, 36R"
2020-12-25 07:52:57,2020-12-25 07:52:00,"36C, 36R","36C, 36R"
2020-12-25 09:22:44,2020-12-25 09:22:00,"36C, 36R","36C, 36R"
2020-12-25 10:28:05,2020-12-25 10:28:00,"36C, 36R","36C, 36R"
2020-12-25 10:53:42,2020-12-25 10:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 11:55:25,2020-12-25 11:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 12:53:37,2020-12-25 12:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 13:52:47,2020-12-25 13:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 14:52:57,2020-12-25 14:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 15:53:14,2020-12-25 15:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 16:52:48,2020-12-25 16:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 17:53:28,2020-12-25 17:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 18:15:53,2020-12-25 18:15:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 18:53:44,2020-12-25 18:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 19:54:28,2020-12-25 19:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 20:54:50,2020-12-25 20:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 21:59:22,2020-12-25 21:59:00,"36C, 36R","36C, 36L, 36R"
2020-12-25 23:06:15,2020-12-25 23:06:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 00:00:41,2020-12-25 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 01:02:21,2020-12-26 01:02:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 01:57:16,2020-12-26 01:57:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 02:53:00,2020-12-26 02:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 03:57:07,2020-12-26 03:57:00,"36C, 36R","36C, 36R"
2020-12-26 04:55:10,2020-12-26 04:55:00,"36C, 36R","36C, 36R"
2020-12-26 05:53:22,2020-12-26 05:53:00,"36C, 36R","36C, 36R"
2020-12-26 08:02:13,2020-12-26 08:02:00,"36C, 36R","36C, 36R"
2020-12-26 10:01:43,2020-12-26 10:01:00,"36C, 36R","36C, 36R"
2020-12-26 10:52:58,2020-12-26 10:52:00,"36C, 36R","36C, 36R"
2020-12-26 11:59:38,2020-12-26 11:59:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 12:54:48,2020-12-26 12:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 13:15:06,2020-12-26 13:15:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 14:23:53,2020-12-26 14:23:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 14:54:44,2020-12-26 14:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 15:56:00,2020-12-26 15:55:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 17:05:59,2020-12-26 17:05:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 17:55:00,2020-12-26 17:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 18:54:50,2020-12-26 18:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 19:13:11,2020-12-26 19:13:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 19:53:44,2020-12-26 19:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 20:53:17,2020-12-26 20:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 21:54:06,2020-12-26 21:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 22:53:11,2020-12-26 22:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-26 23:53:48,2020-12-26 23:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 00:54:48,2020-12-27 00:54:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 01:52:59,2020-12-27 01:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 02:52:56,2020-12-27 02:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 03:55:17,2020-12-27 03:55:00,"36C, 36R","36C, 36R"
2020-12-27 04:54:40,2020-12-27 04:54:00,"36C, 36R","36C, 36R"
2020-12-27 05:52:55,2020-12-27 05:52:00,"36C, 36R","36C, 36R"
2020-12-27 06:56:14,2020-12-27 06:56:00,"36C, 36R","36C, 36R"
2020-12-27 07:54:07,2020-12-27 07:54:00,"36C, 36R","36C, 36R"
2020-12-27 10:16:01,2020-12-27 10:15:00,"36C, 36R","36C, 36R"
2020-12-27 10:53:02,2020-12-27 10:53:00,"36C, 36R","36C, 36R"
2020-12-27 11:53:09,2020-12-27 11:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 12:53:19,2020-12-27 12:53:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 13:52:50,2020-12-27 13:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 14:52:49,2020-12-27 14:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 15:52:48,2020-12-27 15:52:00,"36C, 36R","36C, 36L, 36R"
2020-12-27 16:01:48,2020-12-27 16:01:00,"18C, 18L","18C, 18L, 18R"
2020-12-27 16:53:00,2020-12-27 16:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-27 17:53:26,2020-12-27 17:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-27 18:54:02,2020-12-27 18:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-27 19:53:26,2020-12-27 19:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-27 20:52:47,2020-12-27 20:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-27 21:55:40,2020-12-27 21:55:00,"18C, 18L","18C, 18L, 18R"
2020-12-27 22:52:44,2020-12-27 22:52:00,"18C, 18L","18C, 18L, 18R"
2020-12-27 23:54:12,2020-12-27 23:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-28 00:53:34,2020-12-28 00:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-28 01:56:30,2020-12-28 01:56:00,"18C, 18L","18C, 18L, 18R"
2020-12-28 02:54:16,2020-12-28 02:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-28 03:53:51,2020-12-28 03:53:00,"18C, 18L","18C, 18L"
2020-12-28 05:13:42,2020-12-28 05:13:00,"18C, 18L","18C, 18L"
2020-12-28 06:52:46,2020-12-28 06:52:00,"18C, 18L","18C, 18L"
2020-12-28 07:52:49,2020-12-28 07:52:00,"18C, 18L","18C, 18L"
2020-12-28 10:01:55,2020-12-28 10:01:00,"18C, 18L","18C, 18L"
2020-12-28 10:54:03,2020-12-28 10:54:00,"18C, 18L","18C, 18L, 18R"
2020-12-28 11:53:47,2020-12-28 11:53:00,"18C, 18L","18C, 18L, 18R"
2020-12-28 13:00:57,2020-12-28 13:00:00,"18C, 18L","18C, 18L, 18R"
2020-12-28 13:58:46,2020-12-28 13:58:00,"18C, 18L","18C, 18L, 18R"
